date,rot_num_away_team,away_team_name,rot_num_home_team,home_team_name,away_team_runline_open,away_team_runline_open_odds,home_team_runline_open,home_team_runline_open_odds,away_team_runline_close,away_team_runline_close_odds,home_team_runline_close,home_team_runline_close_odds,away_team_moneyline_open,home_team_moneyline_open,away_team_moneyline_close,home_team_moneyline_close,over_open,over_open_odds,under_open,under_open_odds,over_close,over_close_odds,under_close,under_close_odds
Wed Jun 01,925,Twins,926,Tigers,-1.5,+120,+1.5,+120,-1.5,+165,+1.5,-145,-140,+120,-105,+120,o7.5,-110,u7.5,-110,o7.5,+104,u7,+104
Wed Jun 01,929,Reds,930,Red Sox,+1.5,-135,-1.5,-135,+1.5,-106,-1.5,+100,+145,-165,+185,-200,o8.5,-115,u8.5,-105,o9,+100,u8.5,+100
Wed Jun 01,927,Rays,928,Rangers,-1.5,+135,+1.5,+135,-1.5,+143,+1.5,-150,-130,+110,-120,+115,o8,-105,u8,-115,o7.5,+102,u8.5,-110
Wed Jun 01,911,Brewers,912,Cubs,-1,+115,+1,+115,-1.5,+150,+1.5,-165,-108,-108,-110,-104,o8,-100,u8,-118,o8,-115,u8,+100
Wed Jun 01,913,Pirates,914,Dodgers,+1.5,-125,-1.5,-125,+1.5,+110,-1.5,-120,+160,-190,+225,-255,o9,100,u9,-120,o9,+105,u8.5,+102
Tue May 31,965,Twins,966,Tigers,-1.5,+105,+1.5,+105,-1.5,+120,+1.5,-115,-140,+120,-145,+130,o8.5,-110,u8.5,-110,o9,+102,u8.5,+105
Tue May 31,967,Royals,968,Guardians,+1.5,-165,-1.5,-165,+1.5,-150,-1.5,+150,+120,-140,+125,-130,o8.5,-115,u8.5,-105,o9.5,+105,u9,+100
Tue May 31,951,Giants,952,Phillies,+1.5,-155,-1.5,-155,+1.5,-145,-1.5,+145,+125,-145,+132,-135,o9,-105,u9,-115,o9.5,+110,u9,+100
Tue May 31,969,Mariners,970,Orioles,-1,+105,+1,+105,-1.5,+125,-1.5,+215,-125,+105,-130,+114,o9,-100,u9,-118,o9,+100,u8.5,+100
Tue May 31,971,Angels,972,Yankees,+1.5,-165,-1.5,-165,-1.5,+165,-1.5,+160,+115,-135,+118,-125,o8.5,-115,u8.5,-105,o8.5,-102,u8.5,-105
Tue May 31,973,White Sox,974,Blue Jays,+1.5,-140,-1.5,-140,+1.5,-120,-1.5,+112,+145,-165,+175,-190,o7.5,-115,u7.5,-105,o7.5,-104,u7.5,-110
Tue May 31,981,Reds,982,Red Sox,+1,-118,-1,-118,+1.5,-140,-1.5,+138,+120,-143,+135,-145,o8.5,-118,u8.5,-100,o8.5,-108,u8.5,+100
Tue May 31,975,Twins,976,Tigers,-1.5,+112,+1.5,+112,+3.5,+1150,-1.5,+230,-125,+105,-135,+120,o9,-119,u9,100,o9,+100,u8.5,+105
Tue May 31,953,Nationals,954,Mets,+1.5,-160,-1.5,-160,+9.5,+800,-1.5,+106,+125,-145,+210,-195,o8.5,-120,u8.5,100,o9.5,+105,u9,+100
Tue May 31,955,Padres,956,Cardinals,+1.5,-195,-1.5,-195,-1.5,+130,-1.5,+170,+100,-120,+110,+110,o8.5,-105,u8.5,-115,o8.5,-105,u8.5,-108
Tue May 31,977,Rays,978,Rangers,+1,-125,-1,-125,-1.5,+165,-1.5,+170,+115,-133,+102,-115,o8,-118,u8,-100,o8,+100,u8,-107
Tue May 31,957,Brewers,958,Cubs,-1.5,+120,+1.5,+120,-1.5,+135,+1.5,-138,-115,-105,-125,+112,o9,-120,u9,100,o9.5,-110,u9.5,+100
Tue May 31,959,Marlins,960,Rockies,+1,-143,-1,-143,+1.5,-150,-1.5,+145,+100,-118,+110,-124,o11,-100,u11,-118,o10.5,-104,u10,+100
Tue May 31,979,Astros,980,Athletics,-1.5,+125,+1.5,+125,-1.5,+140,+1.5,+110,-140,+120,-130,+190,o7,-105,u7,-115,o7,+104,u6.5,+105
Tue May 31,961,Braves,962,Diamondbacks,-1.5,-110,+1.5,-110,-1.5,+110,+1.5,-110,-165,+145,+185,+148,o9,-110,u9,-110,o9.5,+100,u9.5,-110
Tue May 31,963,Pirates,964,Dodgers,+1.5,+120,-1.5,+120,+1.5,+145,-2.5,-105,+235,-300,+300,-345,o8,-120,u8,100,o8.5,-104,u8.5,-105
Mon May 30,901,Brewers,902,Cubs,-1,+105,+1,+105,-1.5,+112,+1.5,-125,-118,+100,-130,+120,o10.5,-118,u10.5,-100,o12,+105,u11.5,-104
Mon May 30,917,Twins,918,Tigers,-1.5,+100,+1.5,+100,-1.5,+130,+1.5,-130,-175,+145,-138,+125,o8.5,-110,u8.5,-110,o8.5,+100,u8,+100
Mon May 30,903,Padres,904,Cardinals,-1.5,+145,+1.5,+145,-1.5,+165,-1.5,+165,-120,+100,+110,-115,o8.5,-105,u8.5,-115,o9.5,+105,u8.5,+102
Mon May 30,905,Giants,906,Phillies,-1,+120,+1,+120,-1.5,+140,-1.5,+195,-110,-110,-114,+100,o8.5,-110,u8.5,-110,o9.5,+105,u9,+102
Mon May 30,919,Astros,920,Athletics,-1.5,+102,+1.5,+102,-1.5,+114,+1.5,-110,-180,+152,-158,+143,o7,-104,u7,-118,o7.5,-105,u7.5,-105
Mon May 30,907,Marlins,908,Rockies,-1.5,+105,+1.5,+105,-1.5,+104,+1.5,-110,-155,+130,-145,+132,o10,-120,u10,-100,o10.5,+100,u10.5,-110
Mon May 30,921,Royals,922,Guardians,+1.5,-140,-1.5,-140,+1.5,-135,-1.5,+130,+145,-165,+140,-154,o9,-105,u9,-115,o10.5,-105,u10.5,-104
Mon May 30,909,Nationals,910,Mets,+1.5,-140,-1.5,-140,+1.5,-115,-1.5,+118,+150,-180,+160,-175,o8.5,-105,u8.5,-115,o9,+100,u8.5,+110
Mon May 30,923,Orioles,924,Red Sox,+1.5,-160,-1.5,-160,+1.5,-125,-1.5,+120,+120,-140,+150,-165,o10.5,100,u10.5,-120,o10,-104,u10.5,-110
Mon May 30,911,Brewers,912,Cubs,-1.5,+110,+1.5,+110,-1.5,+122,+1.5,-130,-133,+115,-125,+115,o10.5,-110,u10.5,-110,o10.5,-110,u10.5,-105
Mon May 30,925,Rays,926,Rangers,-1.5,+134,+1.5,+134,-1.5,+122,+1.5,-130,-126,+108,-134,+125,o8,-104,u8,-118,o8.5,+100,u8,-105
Mon May 30,913,Braves,914,Diamondbacks,-1.5,+145,+1.5,+145,-1.5,+145,-1.5,+195,-115,-105,-118,+102,o8.5,-105,u8.5,-115,o8.5,-105,u8.5,-110
Mon May 30,915,Pirates,916,Dodgers,+1.5,+135,-1.5,+135,+1.5,+150,-2.5,-105,+240,-305,+300,-350,o8,-115,u8,-105,o8.5,-105,u8,-105
Sun May 29,951,Giants,952,Reds,-1.5,+135,+1.5,+135,-1.5,+115,+1.5,-125,-120,+100,-150,+133,o9,-105,u9,-115,o9,+102,u8.5,+105
Sun May 29,953,Rockies,954,Nationals,+1.5,-200,-1.5,-200,-1.5,+150,-1.5,+162,-105,-115,+106,-120,o9,-110,u9,-110,o9.5,+100,u9,+102
Sun May 29,955,Marlins,956,Braves,+1.5,-120,-1.5,-120,+1.5,-105,-1.5,-102,+185,-225,+200,-220,o7.5,-110,u7.5,-110,o8.5,-105,u8,+105
Sun May 29,965,Orioles,966,Red Sox,+1.5,-140,-1.5,-140,+1.5,-115,-1.5,+108,+140,-160,+165,-185,o10,-110,u10,-110,o9.5,+100,u9,+100
Sun May 29,967,Guardians,968,Tigers,-1.5,+130,+1.5,+130,-1.5,+106,+1.5,-110,-135,+115,-160,+150,o7.5,-110,u7.5,-110,o8,-105,u8,+100
Sun May 29,969,Yankees,970,Rays,+1.5,-225,-1.5,-225,+1.5,-185,-1.5,+175,+100,-120,+122,-135,o6.5,-120,u6.5,100,o6.5,-115,u6.5,+102
Sun May 29,979,Cubs,980,White Sox,+1.5,-140,-1.5,-140,+1.5,-160,-1.5,+145,+145,-165,+135,-145,o8,-110,u8,-110,o7.5,+105,u7,+100
Sun May 29,971,Royals,972,Twins,+1.5,-130,-1.5,-130,+1.5,-120,-1.5,+110,+165,-195,+170,-190,o8,-110,u8,-110,o9.5,+110,u8.5,+105
Sun May 29,957,Brewers,958,Cardinals,-1.5,+140,+1.5,+140,-1.5,+120,+1.5,-134,-130,+110,-145,+132,o7,-110,u7,-110,o7.5,-105,u7,+104
Sun May 29,975,Blue Jays,976,Angels,-1.5,+145,+1.5,+145,+1.5,-154,-1.5,+140,-110,-110,+140,-150,o9,100,u9,-120,o8,+100,u7.5,+100
Sun May 29,973,Rangers,974,Athletics,-1.5,+155,+1.5,+155,-1.5,+146,-1.5,+195,-110,-110,-120,+105,o7,-115,u7,-105,o7.5,+100,u7.5,-108
Sun May 29,977,Astros,978,Mariners,-1.5,+120,+1.5,+120,-1.5,+126,+1.5,-135,-135,+115,-145,+130,o8,-110,u8,-110,o8,-104,u8,-110
Sun May 29,961,Pirates,962,Padres,+1.5,-140,-1.5,-140,+1.5,-140,-1.5,+128,+155,-180,+160,-175,o7,-110,u7,-110,o7,+100,u7,-112
Sun May 29,959,Dodgers,960,Diamondbacks,-1.5,-125,+1.5,-125,-1.5,-126,+1.5,+115,-195,+165,-200,+185,o9.5,-110,u9.5,-110,o9,+100,u9,-110
Sun May 29,963,Phillies,964,Mets,+1.5,-190,-1.5,-190,-1.5,+145,-1.5,+215,+100,-120,-120,+110,o7.5,-110,u7.5,-110,o7.5,+105,u7.5,-115
Sat May 28,933,Rockies,934,Nationals,-1.5,+164,+1.5,+164,-1.5,+160,-1.5,+165,-104,-112,+105,-115,o9,-120,u9,-102,o9,-105,u9,-105
Sat May 28,915,Orioles,916,Red Sox,+1.5,-190,-1.5,-190,+1.5,-105,-1.5,-110,+132,-155,+185,-205,o7,-120,u7,102,o9.5,-105,u9.5,-105
Sat May 28,917,Royals,918,Twins,+1.5,-155,-1.5,-155,+1.5,-134,-1.5,+120,+135,-155,+146,-165,o8.5,100,u8.5,-120,o9.5,+102,u9.5,-114
Sat May 28,901,Brewers,902,Cardinals,+1.5,-195,-1.5,-195,-1.5,+152,+1.5,-165,-105,-115,-108,+100,o8.5,-105,u8.5,-115,o8.5,+100,u8,-104
Sat May 28,919,Rangers,920,Athletics,+1.5,-210,-1.5,-210,-1.5,+160,+1.5,-180,-105,-115,+104,-115,o7.5,-110,u7.5,-110,o8,-105,u8,-105
Sat May 28,921,Guardians,922,Tigers,-1.5,+125,+1.5,+125,-1.5,+110,+1.5,-125,-140,+120,-155,+145,o7.5,-105,u7.5,-115,o7.5,-110,u7,+104
Sat May 28,907,Giants,908,Reds,-1.5,-115,+1.5,-115,-1.5,-111,+1.5,+100,-170,+150,-180,+160,o9,-110,u9,-110,o10,+100,u9.5,-105
Sat May 28,923,Yankees,924,Rays,-1.5,+110,+1.5,+110,-1.5,+120,+1.5,-135,-150,+130,-145,+133,o7,-115,u7,-105,o7,+106,u6.5,+100
Sat May 28,905,Marlins,906,Braves,+1.5,-180,-1.5,-180,+1.5,-180,-1.5,+162,+115,-135,+110,-120,o8,-110,u8,-110,o9,-105,u9,+100
Sat May 28,903,Rockies,904,Nationals,+1.5,-200,-1.5,-200,-1.5,+165,-1.5,+155,-105,-115,+115,-121,o9.5,100,u9.5,-120,o9.5,+100,u9,+100
Sat May 28,925,Orioles,926,Red Sox,+1,+100,-1,+100,+1.5,-135,-1.5,+125,+135,-161,+140,-150,o9.5,-110,u9.5,-110,o10,-105,u10,-104
Sat May 28,911,Phillies,912,Mets,+1.5,-210,-1.5,-210,-1.5,+176,-1.5,+170,-105,-115,+110,-106,o8.5,-110,u8.5,-110,o9,+102,u8.5,-105
Sat May 28,909,Dodgers,910,Diamondbacks,-1.5,+100,+1.5,+100,-1.5,-110,+1.5,+115,-160,+140,-175,+650,o9,-105,u9,-115,o9,+105,u8.5,+100
Sat May 28,931,Cubs,932,White Sox,+1.5,-170,-1.5,-170,-1.5,+155,-1.5,+170,+128,-152,+130,-121,o8.5,-110,u8.5,-110,o8.5,+100,u7,+100
Sat May 28,927,Blue Jays,928,Angels,-1.5,+125,+1.5,+125,-1.5,+170,-1.5,+188,-130,+110,+135,+235,o8.5,100,u8.5,-120,o8.5,-105,u8,+105
Sat May 28,913,Pirates,914,Padres,+1.5,-125,-1.5,-125,+1.5,-120,-1.5,+120,+170,-200,+198,-180,o7,-115,u7,-105,o7,+102,u7,-115
Sat May 28,929,Astros,930,Mariners,-1.5,+135,+1.5,+135,-1.5,+150,+1.5,-135,-130,+110,-115,+125,o7,-115,u7,-105,o8,-104,u7.5,+100
Fri May 27,951,Giants,952,Reds,-1.5,-124,+1.5,-124,-1.5,-120,+1.5,+114,-213,+175,-210,+188,o8,-103,u8,-117,o8.5,+100,u8,+100
Fri May 27,953,Rockies,954,Nationals,-1.5,+150,+1.5,+150,-1.5,+158,-1.5,+170,-110,-110,-104,-105,o9,-105,u9,-115,o9.5,+100,u9,+100
Fri May 27,969,Yankees,970,Rays,-1.5,+145,+1.5,+145,-1.5,+165,-1.5,+170,-125,+105,+115,+130,o7.5,-110,u7.5,-110,o7,-105,u6.5,+105
Fri May 27,955,Phillies,956,Mets,+1.5,-195,-1.5,-195,+1.5,-135,-1.5,+125,+100,-120,+160,-167,o8,-110,u8,-110,o8.5,-112,u8.5,+110
Fri May 27,967,Guardians,968,Tigers,-1.5,+110,+1.5,+110,-1.5,+120,+1.5,-130,-165,+145,-150,+140,o7,-115,u7,-105,o7.5,+100,u7,+104
Fri May 27,965,Orioles,966,Red Sox,+1.5,-115,-1.5,-115,+1.5,-118,-1.5,+110,+170,-205,+160,-175,o9.5,-115,u9.5,-105,o10,-105,u10,-110
Fri May 27,957,Marlins,958,Braves,+1.5,-160,-1.5,-160,+1.5,-160,-1.5,+165,+130,-155,+130,-125,o8.5,-105,u8.5,-115,o9,+100,u9,+100
Fri May 27,971,Royals,972,Twins,+1.5,-135,-1.5,-135,+1.5,-132,-1.5,+125,+155,-180,+165,-165,o8,-115,u8,-105,o8.5,-104,u8.5,-102
Fri May 27,959,Brewers,960,Cardinals,-1.5,+116,+1.5,+116,-1.5,+155,+1.5,-138,-143,+120,-115,+128,o7.5,-114,u7.5,-106,o8.5,-105,u7.5,-104
Fri May 27,973,Blue Jays,974,Angels,-1.5,+150,+1.5,+150,-1.5,+140,+1.5,-160,-110,-110,-121,+110,o8,-115,u8,-105,o8,+100,u7.5,-102
Fri May 27,963,Pirates,964,Padres,+1.5,-130,-1.5,-130,+1.5,-115,-1.5,+105,+170,-200,+195,-215,o6.5,-120,u6.5,100,o7,-107,u7,-104
Fri May 27,977,Astros,978,Mariners,-1.5,-130,+1.5,-130,-1.5,-114,+1.5,+110,-225,+185,-200,+185,o7.5,-110,u7.5,-110,o7.5,+100,u7.5,-114
Fri May 27,961,Dodgers,962,Diamondbacks,-1.5,+105,+1.5,+105,-1.5,+100,+1.5,-115,-145,+125,-145,+132,o9,-115,u9,-105,o11,-105,u10.5,+100
Fri May 27,975,Rangers,976,Athletics,-1.5,+145,+1.5,+145,-1.5,+160,+1.5,-155,-120,+100,-110,+117,o7,-115,u7,-105,o7.5,+102,u7,+100
Thu May 26,901,Cubs,902,Reds,-1.5,+115,+1.5,+115,-1.5,+140,+1.5,-140,-145,+125,-115,+100,o8.5,-110,u8.5,-110,o9,-104,u8.5,+105
Thu May 26,911,Yankees,912,Rays,-1.5,+142,+1.5,+142,-1.5,+146,+1.5,-160,-130,+110,-116,+104,o7.5,-110,u7.5,-110,o7,-110,u7,-106
Thu May 26,903,Rockies,904,Nationals,-1.5,+162,+1.5,+162,+3.5,+285,-1.5,+175,+108,-126,-102,-105,o8.5,-120,u8.5,-102,o9,+100,u9,-105
Thu May 26,913,Guardians,914,Tigers,+1.5,-194,-1.5,-194,-1.5,+575,-1.5,+176,+120,-142,+225,-134,o7.5,-105,u7.5,-115,o7,-110,u7,+100
Thu May 26,905,Phillies,906,Braves,+1.5,-200,-1.5,-200,-1.5,+155,-1.5,+180,-105,-115,-108,+100,o7.5,-105,u7.5,-115,o8.5,-104,u8,-105
Thu May 26,915,Royals,916,Twins,+1.5,-130,-1.5,-130,+1.5,-130,-1.5,+120,+160,-190,+165,-177,o7.5,-115,u7.5,-105,o8.5,+100,u8,+100
Thu May 26,907,Brewers,908,Cardinals,+1.5,-190,-1.5,-190,-1.5,+170,-1.5,+176,+105,-125,+105,-120,o7.5,-115,u7.5,-105,o7.5,+105,u7.5,-115
Thu May 26,917,Red Sox,918,White Sox,+1.5,-200,-1.5,-200,-1.5,+135,-1.5,+190,-105,-115,-120,+110,o9.5,-110,u9.5,-110,o9,-114,u9,+102
Thu May 26,919,Blue Jays,920,Angels,+1.5,-162,-1.5,-162,+1.5,-145,-1.5,+133,+126,-149,+150,-165,o7.5,-116,u7.5,-105,o7.5,+100,u7.5,-110
Thu May 26,909,Dodgers,910,Diamondbacks,-1.5,-115,+1.5,-115,-1.5,-114,+1.5,+100,-195,+160,-177,+165,o9,-120,u9,-100,o9.5,-105,u9.5,-110
Thu May 26,921,Rangers,922,Athletics,+1.5,-200,-1.5,-200,-1.5,+195,-1.5,+175,+105,-125,+105,-118,o7,-100,u7,-120,o7,+100,u6.5,+105
Wed May 25,951,Rockies,952,Pirates,+1.5,-200,-1.5,-200,+1.5,-184,-1.5,+165,-174,+146,+117,-130,o8,-114,u8,-106,o8.5,-110,u8,+100
Wed May 25,963,Tigers,964,Twins,+1.5,-120,-1.5,-120,+1.5,-105,-1.5,+108,+180,-220,+175,-195,o8.5,-110,u8.5,-110,o7.5,-110,u7.5,-105
Wed May 25,953,Mets,954,Giants,+1.5,-181,-1.5,-181,-1.5,+163,-1.5,+175,+108,-126,+100,-114,o8.5,-110,u8.5,-110,o9.5,+100,u9,-103
Wed May 25,955,Dodgers,956,Nationals,-1.5,-125,+1.5,-125,-1.5,+650,+1.5,+110,-210,+175,+275,+180,o8.5,-115,u8.5,-105,o8.5,-105,u8.5,-105
Wed May 25,957,Brewers,958,Padres,+1.5,-190,-1.5,-190,+1.5,-180,-1.5,+158,-105,-115,+125,-140,o7,-120,u7,100,o7.5,+100,u7,+104
Wed May 25,965,Athletics,966,Mariners,+1.5,-145,-1.5,-145,+1.5,-135,-1.5,+125,+150,-170,+155,-170,o7.5,-105,u7.5,-115,o7.5,+100,u7,+100
Wed May 25,959,Cubs,960,Reds,+1.5,-180,-1.5,-180,-1.5,+650,-1.5,+140,+105,-125,+340,-150,o8.5,-105,u8.5,-115,o8.5,-104,u8,+100
Wed May 25,975,Marlins,976,Rays,+1.5,-154,-1.5,-154,+1.5,-140,-1.5,+125,+138,-164,+165,-175,o7.5,-104,u7.5,-118,o7.5,+110,u7,-110
Wed May 25,967,Orioles,968,Yankees,+1.5,-150,-1.5,-150,+1.5,-145,-1.5,+138,+130,-150,+140,-155,o9,-115,u9,-105,o7.5,-105,u7.5,-105
Wed May 25,961,Phillies,962,Braves,+1.5,-170,-1.5,-170,+3.5,+370,-1.5,+140,+110,-130,+134,-145,o8.5,-110,u8.5,-110,o9,+100,u8.5,+105
Wed May 25,969,Red Sox,970,White Sox,+1.5,-140,-1.5,-140,+1.5,-160,-1.5,+140,+150,-170,+140,-150,o8.5,-105,u8.5,-115,o7.5,+100,u7.5,-108
Wed May 25,971,Guardians,972,Astros,+1.5,-130,-1.5,-130,+1.5,-120,-1.5,+110,+155,-180,+165,-180,o8,-115,u8,-105,o8.5,-105,u8.5,-110
Wed May 25,973,Rangers,974,Angels,+1.5,-190,-1.5,-190,+1.5,-125,-1.5,+125,+110,-130,+155,-165,o8.5,-105,u8.5,-115,o9.5,+100,u9,+105
Tue May 24,901,Rockies,902,Pirates,-1.5,+138,+1.5,+138,-1.5,+168,-1.5,+170,-120,+102,+100,-114,o8,-112,u8,-108,o7.5,-105,u7.5,+100
Tue May 24,925,Marlins,926,Rays,+1.5,-180,-1.5,-180,+1.5,-164,-1.5,+155,+135,-155,+140,-160,o6.5,-110,u6.5,-110,o6.5,+100,u6.5,-115
Tue May 24,903,Cubs,904,Reds,-1.5,+140,+1.5,+140,-1.5,+170,-1.5,+175,-120,+100,+106,-115,o8,-105,u8,-115,o8.5,+105,u8,+100
Tue May 24,913,Orioles,914,Yankees,+1.5,-105,-1.5,-105,+1.5,-110,-1.5,-105,+185,-225,+195,-220,o8.5,-105,u8.5,-115,o7.5,-106,u7.5,-105
Tue May 24,905,Dodgers,906,Nationals,-1.5,-140,+1.5,-140,-1.5,-130,+1.5,+115,-250,+200,-210,+188,o9,-105,u9,-115,o8.5,-102,u8,+105
Tue May 24,907,Phillies,908,Braves,+1.5,-145,-1.5,-145,+1.5,-130,-1.5,+125,+140,-160,+165,-175,o7.5,-105,u7.5,-115,o8.5,-105,u8.5,+100
Tue May 24,915,Tigers,916,Twins,+1.5,-115,-1.5,-115,+1.5,+105,-1.5,+105,+170,-200,+225,-200,o8.5,100,u8.5,-120,o7.5,-107,u7.5,-105
Tue May 24,927,Blue Jays,928,Cardinals,-1.5,+114,+1.5,+114,-1.5,+128,+1.5,-135,-152,+128,-134,+120,o7.5,-106,u7.5,-114,o7,-120,u7,+105
Tue May 24,917,Red Sox,918,White Sox,+1.5,-150,-1.5,-150,+1.5,-155,-1.5,+140,+135,-155,+140,-150,o8,-105,u8,-115,o7,-110,u7,+115
Tue May 24,919,Guardians,920,Astros,+1.5,-125,-1.5,-125,+1.5,-115,-1.5,-102,+172,-205,+195,-225,o8,-114,u8,-106,o8,-115,u8,+100
Tue May 24,921,Rangers,922,Angels,+1.5,-180,-1.5,-180,+1.5,+300,-1.5,+145,+110,-130,+140,-143,o8,-110,u8,-110,o8.5,+100,u8,+105
Tue May 24,909,Brewers,910,Padres,-1.5,+160,+1.5,+160,-1.5,+150,-1.5,+160,-115,-105,+120,+115,o6.5,-110,u6.5,-110,o7.5,+100,u6.5,+105
Tue May 24,923,Athletics,924,Mariners,+1.5,-165,-1.5,-165,+1.5,-120,-1.5,+125,+120,-140,+165,-175,o7.5,-105,u7.5,-115,o7.5,+105,u7,+100
Tue May 24,929,Royals,930,Diamondbacks,+1.5,-130,-1.5,-130,+1.5,+440,-1.5,+100,+150,-170,+1050,-210,o8.5,-105,u8.5,-115,o8.5,-105,u8,-105
Tue May 24,911,Mets,912,Giants,+1.5,-195,-1.5,-195,-1.5,+198,-1.5,+180,+100,-120,-104,-108,o7.5,-105,u7.5,-115,o7.5,-104,u9,+100
Mon May 23,951,Rockies,952,Pirates,+1.5,-190,-1.5,-190,+1.5,-165,-1.5,+160,+105,-125,+125,-130,o8.5,-105,u8.5,-115,o8,-103,u8,-105
Mon May 23,953,Cubs,954,Reds,-1.5,+146,+1.5,+146,-1.5,+140,+1.5,-145,-118,+100,-120,+110,o9,-104,u9,-118,o9,-103,u9,-105
Mon May 23,963,Orioles,964,Yankees,+1.5,+115,-1.5,+115,+1.5,+125,-2.5,+110,+230,-290,+265,-300,o7.5,-115,u7.5,-105,o7.5,+102,u7,+102
Mon May 23,955,Dodgers,956,Nationals,-1.5,-135,+1.5,-135,-2.5,+110,+1.5,+130,-195,+165,-210,+195,o9.5,105,u9.5,-125,o9.5,+102,u9,+100
Mon May 23,957,Phillies,958,Braves,-1.5,+140,+1.5,+140,-1.5,+145,+1.5,-155,-110,-110,-120,+112,o8,-117,u8,-102,o8,-110,u8.5,-105
Mon May 23,965,Tigers,966,Twins,+1.5,-145,-1.5,-145,+1.5,-105,-1.5,+110,+155,-185,+190,-185,o8.5,-110,u8.5,-110,o8.5,+100,u8,+100
Mon May 23,971,Blue Jays,972,Cardinals,+1.5,-220,-1.5,-220,-1.5,+172,-1.5,+170,-110,-110,+102,-115,o8,-120,u8,-100,o7.5,+102,u7,+105
Mon May 23,967,Guardians,968,Astros,+1.5,-125,-1.5,-125,+1.5,-120,-1.5,+116,+157,-187,+175,-175,o8.5,-110,u8.5,-110,o8,+100,u8.5,-110
Mon May 23,969,Athletics,970,Mariners,+1.5,-145,-1.5,-145,+1.5,-145,-1.5,+143,+150,-175,+155,-155,o7,-120,u7,100,o7.5,+104,u7,+105
Mon May 23,959,Brewers,960,Padres,+1.5,-215,-1.5,-215,-1.5,+165,-1.5,+175,+100,-118,-104,-105,o7.5,-115,u7.5,-105,o8,+100,u7.5,-103
Mon May 23,973,Royals,974,Diamondbacks,+1.5,-190,-1.5,-190,-1.5,+175,-1.5,+188,+100,-120,+100,-115,o8.5,-120,u8.5,-100,o8.5,+100,u8.5,+100
Mon May 23,961,Mets,962,Giants,+1.5,-155,-1.5,-155,+1.5,-165,-1.5,+160,+110,-130,+125,-137,o7.5,-117,u7.5,-102,o7.5,-112,u7.5,+100
Sun May 22,901,Cardinals,902,Pirates,-1.5,+112,+1.5,+112,-1.5,+105,+1.5,-115,-156,+132,-160,+145,o9,-114,u9,-106,o8.5,+100,u8,-104
Sun May 22,903,Dodgers,904,Phillies,-1.5,+120,+1.5,+120,-1.5,+115,+1.5,-130,-125,+105,-139,+120,o10,-120,u10,100,o9.5,-104,u9.5,+100
Sun May 22,917,Mariners,918,Red Sox,+1.5,-200,-1.5,-200,+1.5,-165,-1.5,+150,-105,-115,+112,-129,o9.5,-115,u9.5,-105,o9.5,-108,u9.5,-105
Sun May 22,915,Rays,916,Orioles,-1.5,+100,+1.5,+100,-1.5,-103,+1.5,-105,-155,+135,+255,+150,o9,-105,u9,-115,o9,-118,u9,+100
Sun May 22,929,Reds,930,Blue Jays,+1.5,+100,-1.5,+100,+1.5,+105,-1.5,-115,+215,-265,+220,-240,o8.5,-120,u8.5,100,o8.5,-107,u8.5,+100
Sun May 22,919,Tigers,920,Guardians,+1.5,-137,-1.5,-137,+1.5,-130,-1.5,+120,+160,-190,+165,-185,o7.5,-108,u7.5,-112,o7,-115,u7,+100
Sun May 22,905,Braves,906,Marlins,-1.5,+145,+1.5,+145,-1.5,+175,-1.5,+175,-115,-105,+108,-115,o7,-125,u7,105,o7.5,+104,u7,+100
Sun May 22,907,Nationals,908,Brewers,+1.5,-120,-1.5,-120,+1.5,+106,-1.5,-115,+170,-200,+220,-250,o8.5,-115,u8.5,-105,o8,-114,u8,+100
Sun May 22,921,Rangers,922,Astros,+1.5,-140,-1.5,-140,+1.5,-125,-1.5,+114,+150,-170,+175,-185,o8.5,-120,u8.5,100,o8.5,-108,u8.5,+100
Sun May 22,923,Twins,924,Royals,-1.5,+155,+1.5,+155,-1.5,+165,-1.5,+198,-110,-106,+102,-115,o7.5,-118,u7.5,-104,o7,-110,u7,+104
Sun May 22,909,Diamondbacks,910,Cubs,+1.5,-225,-1.5,-225,+1.5,-172,-1.5,+170,+120,-140,+120,-127,o7.5,-104,u7.5,-118,o7.5,+100,u7,+102
Sun May 22,931,White Sox,932,Yankees,+1.5,-110,-1.5,-110,+1.5,-135,-1.5,+123,+160,-190,+142,-155,o9,-110,u9,-110,o9,-105,u9,-105
Sun May 22,911,Mets,912,Rockies,-1.5,+125,+1.5,+125,-1.5,+135,+1.5,-145,-120,+100,-115,+102,o10.5,-110,u10.5,-110,o11,+100,u10.5,+100
Sun May 22,913,Padres,914,Giants,+1.5,-150,-1.5,-150,+1.5,-165,-1.5,+150,+122,-142,+125,-140,o8,-110,u8,-110,o7.5,-106,u7.5,+100
Sun May 22,925,Athletics,926,Angels,+1.5,-126,-1.5,-126,+1.5,-113,-1.5,+105,+168,-200,+184,-200,o7.5,-108,u7.5,-112,o8,+100,u7.5,-105
Sun May 22,927,White Sox,928,Yankees,+1.5,-130,-1.5,-130,+1.5,-130,-1.5,+115,+150,-170,+155,-170,o9,-105,u9,-115,o9,-102,u8.5,+100
Sat May 21,965,White Sox,966,Yankees,+1.5,-145,-1.5,-145,+1.5,+100,-1.5,-115,+135,-155,+200,-225,o9,100,u9,-120,o9.5,+100,u9,+105
